id_estudiante;id_curso;n_reprobaciones;id_semestre
16200150;2010606 ;1;2
15200046;2010707 ;1;2
16200150;2010607 ;1;2
18200218;20118035;1;2
16200152;2010707 ;1;2
18200051;20118036;1;2
16200182;2010703 ;1;2
14200171;2010902 ;1;2
16200124;2010703 ;1;2
15200172;2010903 ;1;2
18200235;20118031;1;2
14200004;2010903 ;1;2
18200165;20118031;1;2
15200054;2010903 ;1;2
14200160;2010704 ;1;2
18200165;20118033;1;2
14200108;2010707 ;1;2
18200165;20118034;1;2
14200108;2010902 ;1;2
14200160;2010902 ;1;2
14200108;2010903 ;1;2
14200108;2011110 ;1;2
14200080;2010802 ;1;2
18200165;20118036;1;2
14200080;2011006 ;1;2
14200080;2011116 ;1;2
18200046;20118036;1;2
18200055;20118033;1;2
14200071;2010902 ;1;2
14200071;2010903 ;1;2
18200193;20118031;1;2
18200193;20118032;1;2
18200193;20118034;1;2
18200193;20118037;1;2
18200223;20118034;1;2
18200172;20118031;1;2
18200172;20118033;1;2
18200172;20118034;1;2
18200135;20118031;1;2
18200135;20118032;1;2
18200135;20118033;1;2
18200135;20118035;1;2
18200003;20118031;1;2
18200003;20118033;1;2
18200003;20118035;1;2
18200022;20118031;1;2
18200022;20118033;1;2
18200022;20118035;1;2
18200022;20118037;1;2
11200063;205008  ;2;2
11200063;206007  ;1;2
11200063;207010  ;1;2
16200120;2010401 ;1;2
16200120;2010402 ;2;2
09200013;204004  ;3;2
16200120;2010403 ;1;2
09200013;205009  ;2;2
16200120;2010404 ;1;2
16200120;2010405 ;1;2
16200122;2010401 ;1;2
11200069;205006  ;2;2
11200069;206001  ;1;2
16200122;2010405 ;3;2
13200191;201103  ;1;2
16200036;2011116 ;1;2
13200168;201203M ;1;2
13200023;201104  ;1;2
13200134;201103  ;1;2
13200191;209006  ;1;2
17200060;2010204 ;1;2
10200133;205001  ;1;2
13200096;201103  ;1;2
10200133;207008  ;1;2
13200185;209006  ;1;2
18200240;2010203 ;1;2
17200060;2010205 ;1;2
17200041;2010305 ;1;2
17200060;2010302 ;1;2
17200060;2011120 ;1;2
17200063;2010302 ;1;2
17200063;2010304 ;1;2
14200007;2010302 ;6;2
14200007;2010305 ;6;2
14200007;2010405 ;1;2
14200007;2010703 ;1;2
16200032;2010606 ;1;2
17200138;2010501 ;1;2
17200201;2010304 ;1;2
16200032;2010802 ;1;2
17200233;2010501 ;1;2
17200201;2010404 ;1;2
17200201;2010405 ;1;2
16200032;2010903 ;1;2
17200033;2010501 ;1;2
17200238;2011116 ;1;2
16200180;2010501 ;1;2
15200101;2010601 ;1;2
15200101;2010603 ;1;2
17200173;2010405 ;1;2
17200173;2010501 ;1;2
15200141;2010401 ;1;2
15200141;2010402 ;1;2
15200141;2010405 ;1;2
15200141;2010406 ;1;2
15200141;2010504 ;1;2
15200141;2011115 ;1;2
16200180;2010502 ;1;2
16200180;2010504 ;1;2
17200138;2010504 ;1;2
17200138;2010506 ;1;2
16200038;2010703 ;1;2
17200211;2010502 ;1;2
16200038;2010707 ;1;2
17200133;2010502 ;1;2
15200169;2010405 ;1;2
15200195;2010707 ;1;2
16200135;2010504 ;1;2
15200169;2010504 ;1;2
16200135;2010703 ;1;2
15200127;2010802 ;1;2
15200169;2011115 ;1;2
15200127;2010903 ;1;2
15200002;2010604 ;1;2
15200002;2010707 ;1;2
15200150;2010802 ;1;2
15200106;2010703 ;1;2
15200106;2010707 ;1;2
16200012;2010304 ;1;2
16200012;2010305 ;1;2
16200012;2010401 ;2;2
18200209;20118033;1;2
18200209;20118035;1;2
18200213;20118031;1;2
15200168;2010903 ;1;2
14200008;2011110 ;1;2
15200017;2010903 ;1;2
15200120;2011120 ;1;2
15200028;2010903 ;1;2
14200143;2010901 ;1;2
14200143;2010903 ;1;2
18200143;20118037;1;2
18200213;20118032;1;2
18200213;20118036;1;2
18200209;20118032;1;2
18200213;20118037;1;2
18200215;20118031;1;2
18200215;20118032;1;2
18200012;20118031;1;2
14200037;2010706 ;1;2
18200012;20118032;1;2
14200037;2011115 ;1;2
18200002;20118031;1;2
18200002;20118033;1;2
18200002;20118036;1;2
18200201;20118033;1;2
18200153;20118033;1;2
18200153;20118036;1;2
18200230;20118033;1;2
18200008;20118033;1;2
18200191;20118032;1;2
18200191;20118034;1;2
18200191;20118036;1;2
18200132;20118031;1;2
18200132;20118033;1;2
18200132;20118035;1;2
13200099;201103  ;1;2
11200232;201103  ;1;2
13200099;201105  ;1;2
10200072;201103  ;1;2
17200218;2010302 ;1;2
10200118;201103  ;1;2
17200150;2010504 ;1;2
12200079;201211  ;3;2
10200072;209006  ;1;2
17200191;2010502 ;1;2
17200218;2010404 ;1;2
10200118;209006  ;1;2
17200218;2010501 ;1;2
11200062;208008  ;1;2
12200079;208008  ;3;2
12200079;208009  ;1;2
12200079;208010  ;2;2
12200079;209005M ;1;2
12200079;209008  ;3;2
17200181;2010502 ;1;2
17200130;2010401 ;1;2
17200181;2011113 ;1;2
17200130;2010404 ;1;2
17200242;2010402 ;1;2
17200242;2010503 ;1;2
17200242;2010504 ;1;2
17200242;2010506 ;1;2
17200242;2010507 ;1;2
17200155;2010504 ;1;2
15200188;2010505 ;1;2
17200215;2010502 ;1;2
17200003;2010504 ;1;2
17200128;2010501 ;1;2
17200128;2010504 ;1;2
16200184;2010601 ;1;2
16200184;2010703 ;1;2
16200041;2010504 ;1;2
14200019;2010706 ;1;2
16200041;2010706 ;1;2
14200019;2010707 ;1;2
15200016;2010707 ;1;2
11200010;201105  ;3;2
18200211;20118036;1;2
18200184;20118031;1;2
18200004;20118037;1;2
16200195;2010707 ;1;2
18200226;20118037;1;2
15200147;2011103 ;1;2
18200184;20118034;1;2
16200025;2010703 ;1;2
16200025;2010707 ;1;2
18200184;20118036;1;2
14200150;2010701 ;1;2
15200124;2010802 ;1;2
15200029;2010802 ;1;2
14200009;2010707 ;1;2
14200150;2010707 ;1;2
15200124;2011110 ;1;2
15200010;2010902 ;1;2
15200138;2011101 ;1;2
15200155;2010802 ;1;2
14200127;2010802 ;1;2
18200121;20118032;1;2
18200121;20118033;1;2
15200155;2010903 ;1;2
15200155;2011113 ;1;2
18200121;20118034;1;2
18200145;20118031;1;2
18200145;20118033;1;2
18200145;20118034;1;2
18200145;20118036;1;2
18200145;20118037;1;2
18200219;20118036;1;2
18200009;20118031;1;2
18200009;20118034;1;2
18200009;20118036;1;2
18200066;20118036;1;2
18200066;20118037;1;2
18200182;20118031;1;2
18200182;20118035;1;2
18200026;20118033;1;2
18200039;20118031;1;2
18200039;20118034;1;2
18200039;20118036;1;2
18200050;20118031;1;2
18200050;20118033;1;2
18200205;20118031;1;2
18200205;20118032;1;2
18200205;20118033;1;2
18200205;20118037;1;2
18200162;20118031;1;2
18200162;20118034;1;2
18200162;20118035;1;2
18200148;20118031;1;2
18200148;20118033;1;2
18200024;20118031;1;2
18200024;20118034;1;2
18200024;20118037;1;2
18200181;20118031;1;2
18200181;20118036;1;2
18200167;20118031;1;2
18200167;20118034;1;2
18200041;20118031;1;2
18200041;20118033;1;2
18200048;20118031;1;2
18200048;20118032;1;2
18200048;20118033;1;2
18200048;20118035;1;2
18200053;20118032;1;2
18200007;20118033;1;2
13200138;201204  ;1;2
13200139;201105  ;1;2
12200098;201101  ;1;2
12200098;201103  ;1;2
13200138;208008  ;4;2
10200134;201103  ;1;2
13200139;201207  ;2;2
09200193;201105  ;3;2
10200122;201206  ;1;2
13200158;201211  ;1;2
16200130;2010204 ;5;2
17200219;2010205 ;1;2
12200071;206008  ;1;2
13200179;201103  ;1;2
13200011;201105  ;1;2
16200130;2010205 ;2;2
09200078;205006  ;1;2
13200138;201101  ;2;2
13200138;201104  ;1;2
11200057;201205  ;1;2
13200158;208003  ;1;2
13200158;208008  ;1;2
17200019;2010303 ;1;2
11200057;209007  ;1;2
17200136;2010303 ;1;2
17200136;2010305 ;1;2
17200219;2010401 ;1;2
17200019;2010305 ;1;2
10200134;208010  ;1;2
09200078;208008  ;1;2
13200014;201105  ;1;2
09200078;209006  ;1;2
16200130;2010302 ;1;2
16200130;2010306 ;2;2
16200130;2011113 ;1;2
16200130;2011115 ;1;2
17200052;2010504 ;1;2
17200023;2010405 ;1;2
17200174;2010402 ;1;2
17200174;2010503 ;1;2
17200152;2010405 ;1;2
17200152;2010505 ;1;2
17200022;2010405 ;1;2
17200022;2010501 ;1;2
17200022;2010502 ;1;2
16200158;2010505 ;1;2
16200158;2010601 ;1;2
16200158;2010606 ;1;2
15200114;2010506 ;1;2
17200163;2010404 ;2;2
17200163;2010405 ;1;2
11200080;205001  ;1;2
11200080;205009  ;2;2
17200154;2010503 ;1;2
17200004;2010504 ;1;2
17200004;2010506 ;1;2
17200195;2010502 ;1;2
17200167;2010405 ;1;2
17200167;2010504 ;1;2
17200167;2010506 ;1;2
17200127;2010502 ;1;2
16200005;2011115 ;1;2
17200010;2010504 ;1;2
16200138;2010703 ;1;2
17200245;2010501 ;1;2
17200245;2010502 ;1;2
17200245;2010504 ;1;2
18200027;20118036;1;2
18200187;20118036;1;2
17200066;2010507 ;1;2
16200047;2010607 ;1;2
14200130;2011002 ;1;2
18200239;20118033;1;2
18200179;20118033;1;2
15200146;2010504 ;1;2
18200179;20118034;1;2
18200027;20118031;1;2
15200194;2010802 ;1;2
14200081;2010902 ;1;2
18200027;20118033;1;2
16200005;2010707 ;1;2
15200005;2010707 ;1;2
15200005;2011115 ;1;2
14200028;2010601 ;1;2
15200100;2010802 ;1;2
18200179;20118036;1;2
18200220;20118034;1;2
18200220;20118036;1;2
18200203;20118034;1;2
14200096;2010903 ;1;2
14200096;2011115 ;1;2
18200151;20118032;1;2
14200135;2010902 ;1;2
14200135;2010905 ;1;2
14200135;2011110 ;1;2
18200151;20118034;1;2
18200166;20118031;1;2
18200166;20118033;1;2
18200166;20118034;1;2
18200166;20118036;1;2
18200023;20118032;1;2
18200023;20118033;1;2
18200023;20118035;1;2
18200221;20118031;1;2
18200221;20118032;1;2
18200221;20118033;1;2
18200221;20118034;1;2
18200221;20118035;1;2
09200082;201204  ;1;2
12200009;201103  ;1;2
12200043;201103  ;1;2
12200043;201105  ;1;2
09200132;202004  ;3;2
10200101;201103  ;1;2
09200132;204004  ;1;2
13200038;202001  ;1;2
13200038;202004  ;1;2
13200038;202008  ;1;2
13200038;203005  ;1;2
13200038;203007  ;1;2
13200038;204004  ;1;2
10200203;206001  ;1;2
13200204;209006  ;1;2
17200018;2010303 ;1;2
09200132;202001  ;5;2
12200003;209006  ;1;2
11200116;209006  ;1;2
17200186;2010504 ;1;2
17200169;2010405 ;1;2
17200244;2010402 ;1;2
17200244;2010405 ;1;2
17200145;2010301 ;1;2
17200145;2010302 ;1;2
17200169;2011121 ;1;2
17200244;2010503 ;1;2
17200244;2010506 ;1;2
17200244;2011115 ;1;2
17200059;2010405 ;1;2
17200059;2010505 ;1;2
17200012;2010507 ;1;2
17200126;2010405 ;1;2
15200047;2010505 ;1;2
15200047;2010507 ;1;2
15200047;2010603 ;1;2
15200047;2010702 ;1;2
17200056;2010501 ;1;2
17200056;2010504 ;1;2
17200046;2010502 ;1;2
16200157;2010706 ;1;2
17200026;2010504 ;1;2
17200002;2010501 ;1;2
17200209;2010502 ;1;2
16200175;2010502 ;1;2
16200157;2010707 ;1;2
16200175;2010601 ;1;2
16200175;2010607 ;1;2
16200131;2010504 ;1;2
16200131;2010507 ;1;2
14200124;2011001 ;1;2
18200186;20118031;1;2
18200186;20118036;1;2
16200131;2010606 ;1;2
16200131;2010703 ;1;2
16200142;2010703 ;1;2
16200029;2010707 ;1;2
18200227;20118034;1;2
16200142;2010707 ;1;2
16200155;2010703 ;1;2
16200155;2010706 ;1;2
14200085;2010706 ;1;2
14200085;2011115 ;1;2
18200217;20118034;1;2
15200059;2010903 ;1;2
18200028;20118031;1;2
18200028;20118033;1;2
14200082;2010903 ;1;2
14200082;2011101 ;1;2
18200028;20118034;1;2
18200028;20118036;1;2
15200112;2010604 ;1;2
14200086;2010805 ;1;2
14200120;2011104 ;1;2
15200112;2010607 ;1;2
18200161;20118031;1;2
14200064;2010802 ;1;2
14200064;2010902 ;1;2
18200161;20118032;1;2
18200161;20118033;1;2
18200161;20118034;1;2
18200161;20118036;1;2
18200176;20118034;1;2
18200058;20118033;1;2
18200016;20118033;1;2
18200016;20118034;1;2
18200016;20118036;1;2
18200197;20118031;1;2
18200197;20118033;1;2
18200197;20118035;1;2
18200057;20118033;1;2
18200059;20118033;1;2
18200170;20118033;1;2
18200180;20118032;1;2
18200180;20118033;1;2
18200180;20118034;1;2
18200180;20118035;1;2
18200136;20118031;1;2
18200136;20118032;1;2
18200136;20118033;1;2
18200136;20118034;1;2
18200136;20118035;1;2
18200019;20118034;1;2
18200178;20118031;1;2
18200178;20118033;1;2
18200063;20118032;1;2
18200063;20118034;1;2
18200032;20118031;1;2
18200032;20118032;1;2
18200032;20118033;1;2
18200032;20118034;1;2
18200032;20118035;1;2
18200032;20118036;1;2
18200032;20118037;1;2
18200175;20118032;1;2
18200175;20118034;1;2
18200175;20118036;1;2
18200154;20118031;1;2
18200154;20118032;1;2
18200238;20118033;1;2
18200238;20118036;1;2
09200010;201103  ;1;2
09200047;201103  ;1;2
09200120;201105  ;1;2
13200046;209006  ;2;2
13200046;209007  ;2;2
09200047;209006  ;1;2
13200088;207003  ;1;2
12200116;208003  ;1;2
12200116;208008  ;1;2
13200088;208008  ;1;2
09200120;208009  ;1;2
10200078;201104  ;1;2
17200164;2010203 ;3;2
17200164;2010204 ;1;2
17200164;2010401 ;1;2
17200164;2011115 ;2;2
12200058;2020302 ;6;22
12200058;2020505 ;2;22
16200254;20W0505 ;1;22
16200254;20W0506 ;1;22
16200254;20W0602 ;2;22
16200225;20W0304 ;2;22
15200196;20W0302 ;1;22
15200196;20W0303 ;1;22
15200196;20W0305 ;3;22
15200196;20W0501 ;3;22
15200196;20W0502 ;3;22
17200266;20W0102 ;3;22
17200266;20W0201 ;1;22
16200217;20W0203 ;4;22
17200286;20W0201 ;3;22
16200225;20W0203 ;4;22
16200217;20W0305 ;1;22
16200217;20W0402 ;2;22
09200139;2020401 ;2;22
09200139;2020402 ;7;22
09200139;2020605 ;2;22
09200139;2020606 ;1;22
14200047;2020304 ;4;22
17200286;20W0102 ;4;22
14200047;2020701 ;1;22
14200047;2020798 ;1;22
16200223;20W0201 ;2;22
16200223;20W0203 ;2;22
16200223;20W0205 ;2;22
16200223;20W0207 ;2;22
16200223;20W0305 ;1;22
15200067;20W0402 ;1;22
15200067;20W0404 ;1;22
16200086;20W0505 ;2;22
16200086;20W0506 ;1;22
17200075;20W0302 ;1;22
17200075;20W0303 ;2;22
17200075;20W0304 ;2;22
14200051;2020606 ;2;22
17200302;20W0304 ;2;22
17200083;20W0304 ;2;22
17200083;20W0402 ;1;22
16200055;20W0303 ;1;22
16200055;20W0304 ;2;22
16200055;20W0402 ;1;22
14200051;2020703 ;3;22
16200257;20W0302 ;5;22
14200051;2020705 ;4;22
14200051;2020798 ;1;22
14200051;2020802 ;1;22
14200051;2020803 ;1;22
13200050;2020302 ;6;22
15200202;20W0205 ;2;22
15200198;20W0302 ;3;22
15200198;20W0304 ;3;22
13200050;2020601 ;4;22
15200198;20W0305 ;2;22
13200050;2020704 ;1;22
13200050;2020705 ;1;22
13200050;2020798 ;1;22
15200198;20W0401 ;1;22
15200198;20W0402 ;1;22
16200257;20W0401 ;3;22
16200257;20W0404 ;1;22
16200086;20W0602 ;1;22
17200277;20W0204 ;2;22
16200219;20W0303 ;4;22
11200215;2020804 ;1;22
11200215;2020905 ;2;22
10200157;2020503 ;6;22
16200258;20W0602 ;2;22
11200142;2020701 ;1;22
11200142;2020703 ;1;22
11200142;2020704 ;2;22
10200157;2020506 ;2;22
16200258;20W0604 ;1;22
14200050;2020604 ;2;22
15200086;20W0801 ;1;22
16200219;20W0605 ;1;22
10200157;2020702 ;1;22
14200050;2020606 ;1;22
15200086;20W0805 ;2;22
15200086;20W0E01 ;1;22
09200054;2021002 ;2;22
15200086;20W0E03 ;1;22
15200245;20W0806 ;2;22
17200294;20W0404 ;2;22
14200197;2020505 ;4;22
14200197;2020601 ;1;22
14200197;2020701 ;1;22
14200197;2020705 ;1;22
12200198;2020902 ;2;22
16200248;20W0302 ;5;22
16200248;20W0304 ;5;22
16200248;20W0305 ;2;22
16200248;20W0402 ;3;22
12200198;2020903 ;2;22
16200265;20W0305 ;2;22
16200265;20W0401 ;1;22
16200265;20W0404 ;1;22
12200201;2020798 ;2;22
15200241;20W0302 ;3;22
15200241;20W0303 ;3;22
15200241;20W0501 ;1;22
15200241;20W0503 ;1;22
15200241;20W0505 ;1;22
16200250;20W0205 ;2;22
16200250;20W0301 ;3;22
16200250;20W0303 ;2;22
16200250;20W0305 ;3;22
16200222;20W0201 ;3;22
17200318;20W0303 ;3;22
17200318;20W0401 ;1;22
17200318;20W0403 ;1;22
17200092;20W0303 ;3;22
16200208;20W0303 ;2;22
16200208;20W0304 ;3;22
16200208;20W0402 ;1;22
16200222;20W0203 ;3;22
17200092;20W0402 ;2;22
17200092;20W0404 ;1;22
16200222;20W0205 ;2;22
14200193;2020804 ;2;22
15200210;20W0704 ;1;22
15200210;20W0805 ;2;22
15200210;20W0E03 ;1;22
15200210;20W0E05 ;1;22
16200222;20W0305 ;2;22
17200298;20W0402 ;2;22
17200298;20W0404 ;1;22
17200295;20W0302 ;1;22
17200295;20W0303 ;1;22
17200295;20W0304 ;3;22
17200315;20W0303 ;1;22
17200315;20W0305 ;2;22
17200315;20W0402 ;1;22
17200315;20W0404 ;1;22
17200295;20W0305 ;2;22
17200295;20W0401 ;1;22
17200279;20W0201 ;2;22
17200279;20W0203 ;2;22
17200279;20W0204 ;2;22
17200279;20W0205 ;1;22
11200043;2020705 ;2;22
11200043;2020799 ;2;22
15200068;20W0402 ;2;22
16200229;20W0201 ;1;22
16200229;20W0207 ;1;22
16200229;20W0102 ;6;22
16200229;20W0104 ;2;22
17200076;20W0107 ;3;22
17200076;20W0203 ;1;22
17200076;20W0204 ;1;22
17200076;20W0205 ;1;22
17200270;20W0302 ;2;22
17200270;20W0303 ;3;22
11200159;2020604 ;2;22
11200159;2020898 ;1;22
16200073;20W0505 ;1;22
16200237;20W0204 ;2;22
16200245;20W0605 ;2;22
17200300;20W0201 ;2;22
16200073;20W0605 ;2;22
17200300;20W0203 ;1;22
15200223;20W0801 ;2;22
17200300;20W0204 ;2;22
15200223;20W0E01 ;1;22
16200237;20W0301 ;2;22
16200237;20W0303 ;2;22
16200233;20W0201 ;2;22
16200237;20W0304 ;2;22
17200121;20W0203 ;1;22
17200121;20W0204 ;2;22
11200165;2020506 ;1;22
11200166;2020502 ;4;22
11200166;2020503 ;3;22
11200166;2020601 ;2;22
11200166;2020606 ;1;22
11200168;2020402 ;3;22
11200168;2020504 ;1;22
11200165;2020803 ;1;22
11200165;2020901 ;1;22
11200165;2021001 ;2;22
12200070;2020799 ;2;22
12200070;2020805 ;2;22
12200070;2020899 ;1;22
12200070;2020903 ;2;22
17200258;20W0301 ;1;22
17200258;20W0302 ;1;22
17200258;20W0303 ;1;22
17200258;20W0304 ;2;22
17200258;20W0305 ;1;22
14200196;2020701 ;1;22
14200196;2020703 ;2;22
14200196;2020704 ;2;22
13200212;2020902 ;2;22
13200212;2020904 ;1;22
13200212;2020905 ;1;22
13200212;2021001 ;1;22
14200211;2020701 ;2;22
14200211;2020704 ;1;22
14200211;2020705 ;1;22
13200239;2020905 ;2;22
17200088;20W0107 ;4;22
15200226;20W0201 ;3;22
15200226;20W0102 ;9;22
15200226;20W0305 ;2;22
13200115;2020701 ;2;22
11200164;2020601 ;3;22
11200164;2020701 ;3;22
11200164;2020804 ;1;22
11200164;2020805 ;1;22
11200164;2021099 ;1;22
18200330;20W0404 ;1;22
18200330;20W0203 ;2;22
18200330;20W0204 ;1;22
17200267;20W0203 ;2;22
17200267;20W0204 ;1;22
14200184;2020904 ;2;22
17200262;20W0303 ;3;22
10200143;2020303 ;3;22
17200262;20W0402 ;2;22
17200262;20W0404 ;1;22
15200225;20W0705 ;2;22
15200225;20W0E01 ;1;22
10200143;2020402 ;1;22
16200056;20W0203 ;3;22
16200074;20W0304 ;2;22
16200078;20W0505 ;2;22
16200074;20W0502 ;1;22
15200081;20W0503 ;1;22
15200081;20W0505 ;2;22
11200129;2020604 ;1;22
11200129;2020903 ;1;22
11200129;2021099 ;2;22
12200057;2020401 ;2;22
18200257;202W0307;1;22
13200223;2020404 ;1;22
12200057;2020501 ;1;22
12200057;2020506 ;1;22
17200081;20W0505 ;1;22
16200255;20W0201 ;1;22
16200255;20W0203 ;1;22
17200260;20W0203 ;1;22
15200069;20W0E03 ;1;22
17200102;20W0401 ;1;22
17200102;20W0404 ;1;22
12200061;2021001 ;1;22
12200061;2021099 ;1;22
10200144;2020805 ;1;22
10200144;2020903 ;1;22
10200144;2020904 ;1;22
18200326;202W0301;1;22
18200257;202W0301;1;22
16200236;20W0505 ;1;22
16200061;20W0505 ;1;22
16200061;20W0602 ;1;22
18200326;202W0303;1;22
18200268;202W0301;1;22
17200091;20W0505 ;1;22
16200236;20W0605 ;1;22
18200257;202W0303;1;22
18200268;202W0307;1;22
15200204;20W0905 ;1;22
15200231;20W0806 ;1;22
18200254;202W0303;1;22
18200254;202W0307;1;22
18200283;202W0303;1;22
18200075;202W0303;1;22
18200103;202W0303;1;22
18200082;202W0303;1;22
15200229;20W0801 ;1;22
15200229;20W0805 ;1;22
16200213;20W0302 ;1;22
16200213;20W0303 ;1;22
16200059;20W0303 ;2;22
16200213;20W0304 ;1;22
16200213;20W0305 ;2;22
16200059;20W0505 ;1;22
12200220;2020401 ;4;22
12200220;2020402 ;3;22
12200220;2020504 ;1;22
12200220;2020805 ;1;22
16200059;20W0605 ;3;22
16200090;20W0505 ;1;22
16200090;20W0506 ;1;22
16200090;20W0605 ;2;22
18200260;202W0303;1;22
18200260;202W0304;1;22
18200258;202W0301;1;22
18200258;202W0305;1;22
18200308;202W0303;1;22
18200311;202W0306;1;22
18200126;202W0303;1;22
18200112;202W0303;1;22
18200250;202W0301;1;22
17200310;20W0304 ;1;22
14200191;2020904 ;1;22
18200281;202W0303;1;22
17200310;20W0402 ;1;22
17200252;20W0102 ;4;22
14200058;2020505 ;1;22
10200215;2021002 ;3;22
17200096;20W0302 ;1;22
11200132;2020704 ;1;22
17200316;20W0403 ;1;22
12200205;2020905 ;1;22
12200205;2021001 ;1;22
17200114;20W0505 ;1;22
17200095;20W0402 ;1;22
17200095;20W0406 ;1;22
18200293;202W0303;1;22
16200216;20W0505 ;1;22
17200110;20W0505 ;1;22
17200093;20W0303 ;1;22
17200276;20W0401 ;1;22
17200098;20W0505 ;1;22
17200093;20W0401 ;1;22
17200276;20W0402 ;1;22
18200250;202W0302;1;22
18200250;202W0304;1;22
16200070;20W0404 ;1;22
18200250;202W0305;1;22
18200090;202W0301;1;22
18200095;202W0301;1;22
18200095;202W0303;1;22
15200205;20W0503 ;1;22
18200095;202W0307;1;22
18200253;202W0306;1;22
18200070;202W0303;1;22
18200070;202W0306;1;22
18200079;202W0303;1;22
18200278;202W0301;1;22
18200278;202W0303;1;22
18200278;202W0306;1;22
18200099;202W0301;1;22
18200099;202W0305;1;22
18200289;202W0301;1;22
17200086;20W0401 ;1;22
17200086;20W0402 ;1;22
17200116;20W0505 ;1;22
14200041;2020701 ;1;22
14200041;2020703 ;1;22
14200041;2020798 ;1;22
14200041;2020805 ;1;22
13200116;2021002 ;1;22
16200263;20W0201 ;2;22
14200041;2020903 ;1;22
13200116;2021099 ;1;22
16200263;20W0202 ;2;22
16200263;20W0203 ;2;22
16200263;20W0204 ;3;22
16200263;20W0205 ;2;22
16200263;20W0206 ;2;22
16200263;20W0207 ;2;22
18200289;202W0303;1;22
17200334;20W0402 ;1;22
17200278;20W0302 ;1;22
16200065;20W0805 ;1;22
17200254;20W0402 ;1;22
17200278;20W0305 ;1;22
17200079;20W0505 ;1;22
16200203;20W0505 ;1;22
16200272;20W0505 ;1;22
16200261;20W0403 ;1;22
16200272;20W0605 ;1;22
16200268;20W0705 ;1;22
18200277;202W0301;1;22
15200208;20W0505 ;1;22
15200070;20W0804 ;1;22
15200070;20W0905 ;1;22
15200211;20W0601 ;1;22
15200211;20W0604 ;1;22
15200211;20W0605 ;1;22
18200316;202W0301;1;22
18200316;202W0306;1;22
15200077;20W0E10 ;1;22
15200073;20W0E03 ;1;22
18200102;202W0303;1;22
18200290;202W0303;1;22
18200290;202W0306;1;22
18200274;202W0301;1;22
18200248;202W0301;1;22
18200248;202W0304;1;22
11200037;2020705 ;1;22
11200037;2020804 ;2;22
17200306;20W0505 ;1;22
17200273;20W0505 ;1;22
17200104;20W0505 ;1;22
11200145;2021002 ;1;22
10200071;2020501 ;1;22
10200071;2020502 ;1;22
10200071;2020705 ;2;22
10200071;2020798 ;1;22
13200209;2021001 ;1;22
17200077;20W0505 ;1;22
17200306;20W0506 ;1;22
18200113;202W0301;1;22
17200280;20W0501 ;1;22
17200275;20W0505 ;1;22
17200090;20W0505 ;1;22
17200280;20W0505 ;1;22
16200211;20W0505 ;1;22
16200211;20W0506 ;1;22
18200113;202W0307;1;22
15200238;20W0902 ;1;22
16200060;20W0505 ;1;22
16200060;20W0605 ;1;22
18200287;202W0301;1;22
18200287;202W0302;1;22
18200261;202W0305;1;22
15200235;20W0806 ;1;22
15200235;20W0E03 ;1;22
18200261;202W0306;1;22
15200092;20W0406 ;1;22
18200110;202W0303;1;22
13200231;20W0801 ;1;22
15200092;20W0602 ;1;22
18200097;202W0303;1;22
18200325;202W0301;1;22
18200325;202W0303;1;22
18200315;202W0303;1;22
18200270;202W0301;1;22
18200270;202W0303;1;22
18200270;202W0306;1;22
18200270;202W0307;1;22
18200320;202W0303;1;22
18200118;202W0301;1;22
18200118;202W0305;1;22
18200118;202W0307;1;22
18200271;202W0302;1;22
18200271;202W0303;1;22
18200271;202W0304;1;22
18200271;202W0305;1;22
18200271;202W0307;1;22
18200265;202W0303;1;22
17200309;20W0103 ;2;22
17200309;20W0105 ;2;22
17200309;20W0106 ;2;22
16200270;20W0505 ;1;22
16200081;20W0301 ;1;22
14200221;2021002 ;1;22
14200055;2020505 ;1;22
17200333;20W0402 ;1;22
16200087;20W0303 ;1;22
18200312;202W0301;1;22
17200328;20W0505 ;1;22
12200204;2020799 ;1;22
12200204;2020803 ;1;22
12200204;2020804 ;1;22
16200087;20W0402 ;1;22
17200281;20W0505 ;1;22
18200312;202W0303;1;22
11200151;2021002 ;1;22
18200109;202W0302;1;22
17200309;20W0101 ;2;22
17200309;20W0102 ;2;22
18200109;202W0305;1;22
15200227;20W0E01 ;1;22
18200109;202W0306;1;22
18200109;202W0307;1;22
15200232;20W0E01 ;1;22
18200127;202W0303;1;22
18200111;202W0303;1;22
18200092;202W0303;1;22
18200107;202W0303;1;22
18200085;202W0303;1;22
18200251;202W0301;1;22
18200251;202W0302;1;22
18200251;202W0304;1;22
18200251;202W0305;1;22
18200251;202W0306;1;22
18200116;202W0303;1;22
18200116;202W0306;1;22
17200284;202W0301;1;22
15200216;20W0605 ;2;22
15200216;20W0702 ;1;22
15200074;20W0804 ;1;22
14200049;2020505 ;3;22
15200074;20W0805 ;2;22
15200074;20W0E01 ;1;22
14200049;2020701 ;1;22
14200049;2020705 ;1;22
17200296;20W0202 ;2;22
17200296;20W0203 ;1;22
17200296;20W0204 ;1;22
15200250;2020606 ;1;22
17200296;20W0207 ;1;22
14200186;2020704 ;1;22
17200296;20W0101 ;3;22
13200048;2020505 ;1;22
14200185;2020701 ;1;22
14200186;2020705 ;1;22
14200185;2020703 ;1;22
12200189;2020604 ;1;22
14200187;2020604 ;1;22
11200150;2021002 ;1;22
