id_estudiante;id_escuela;id_plan;anio_ingreso
22200045;1;3;22
23200116;2;7;23
22200154;1;3;22
23200214;1;3;23
24200066;2;8;24
24200128;1;3;24
21200215;2;7;21
23200062;1;3;23
23200216;1;3;23
21200108;1;3;21
16200263;2;6;16
23200117;2;7;23
24200173;2;8;24
25200057;2;8;25
20200215;1;3;20
22200157;1;3;22
24200067;2;8;24
21200190;1;3;21
25200058;2;8;25
22200155;1;3;22
24200129;1;3;24
20200055;2;7;20
23200337;2;7;23
25200165;2;8;25
21200088;1;3;21
20200293;2;7;20
23200338;2;7;23
21200203;2;7;21
23200118;2;7;23
19200132;1;3;19
22200197;1;3;22
22200100;2;7;22
21200200;2;7;21
24200208;3;9;24
21200175;1;3;21
22200046;1;3;22
21200287;2;7;21
23200308;2;7;23
22200132;1;3;22
21200114;1;3;21
18200297;2;6;18
25200150;1;3;25
23200217;1;3;23
21200111;1;3;21
22200152;1;3;22
22200207;1;3;22
962909;1;1;9
23200119;2;7;23
23200120;2;7;23
23200218;1;3;23
25200166;2;8;25
20200118;1;3;20
23200219;1;3;23
23200220;1;3;23
25200167;2;8;25
20200033;2;7;20
20200295;2;7;20
23200309;2;7;23
19200145;1;3;19
24200174;2;8;24
21200018;1;3;21
22200047;1;3;22
23200121;2;7;23
22200264;2;7;22
23200122;2;7;23
23200221;1;3;23
24200068;2;8;24
20200298;2;7;20
22200246;2;7;22
23200235;2;7;23
18200048;1;2;18
23200063;1;3;23
21200126;1;3;21
22200147;1;3;22
24200077;3;9;24
25200040;1;3;25
23200310;2;7;23
23200222;1;3;23
24200040;1;3;24
24200130;1;3;24
23200064;1;3;23
21200032;2;7;21
23200065;1;3;23
24200175;2;8;24
18200299;2;6;18
20200300;2;7;20
19130055;2;7;19
24200176;2;8;24
22200284;2;7;22
19200271;2;7;19
25200059;2;8;25
24200041;1;3;24
20200088;1;3;20
22200048;1;3;22
22200049;1;3;22
22200050;1;3;22
23200066;1;3;23
23200067;1;3;23
25200121;1;3;25
25200122;1;3;25
16200265;2;6;16
21200248;2;7;21
21200251;2;7;21
22200251;2;7;22
23200123;2;7;23
25200212;3;9;25
20200096;1;3;20
24200219;1;3;24
22200051;1;3;22
20200301;2;7;20
11200193;1;1;11
22200205;1;3;22
24200138;1;3;24
973084;1;3;97
22200136;1;3;22
21200147;1;3;21
21200195;2;7;21
19200214;1;3;19
22200052;1;3;22
22200101;2;7;22
22200191;1;3;22
23200311;2;7;23
16200159;1;2;16
21200049;1;3;21
23200224;1;3;23
22200217;1;3;22
21200033;2;7;21
21200086;1;3;21
25200041;1;3;25
25200123;1;3;25
23200069;1;3;23
17200045;1;2;17
20200221;1;3;20
20200108;1;3;20
21200201;2;7;21
25200204;3;9;25
23200124;2;7;23
25200124;1;3;25
20200222;1;3;20
20200119;1;3;20
20200223;1;3;20
21200187;1;3;21
22130061;1;3;22
23200226;1;3;23
24200131;1;3;24
24200085;2;8;24
25200215;3;9;25
23200312;2;7;23
21200062;1;3;21
21200064;1;3;21
21200103;1;3;21
23200227;1;3;23
23200228;1;3;23
21200236;2;7;21
23200313;2;7;23
25200168;2;8;25
21200214;2;7;21
25200205;3;9;25
23200314;2;7;23
22200224;1;3;22
23200327;1;3;23
20200086;2;7;20
23200071;1;3;23
20200303;2;7;20
20200305;2;7;20
21200228;2;7;21
21200173;1;3;21
24200132;1;3;24
22200230;2;7;22
23200125;2;7;23
18200069;1;2;18
24200209;3;9;24
22200123;1;3;22
23200072;1;3;23
24200139;1;3;24
24200133;1;3;24
17200121;2;6;17
21200229;2;7;21
23200229;1;3;23
17200244;1;2;17
22200133;1;3;22
25200125;1;3;25
21200085;1;3;21
25200042;1;3;25
25200043;1;3;25
19200171;1;3;19
23200230;1;3;23
18200106;2;6;18
22200149;1;3;22
22200054;1;3;22
18200207;1;2;18
22200111;1;3;22
22200116;1;3;22
23200231;1;3;23
25200126;1;3;25
19130059;2;7;19
21200218;2;7;21
22200301;2;7;22
25200075;3;9;25
20200306;2;7;20
23200126;2;7;23
24200210;3;9;24
23200073;1;3;23
24200042;1;3;24
21200266;2;7;21
22200306;2;7;22
23160181;2;7;23
20200134;2;7;20
21200141;1;3;21
14160018;2;5;14
19200051;1;3;19
23200232;1;3;23
24200070;2;8;24
25200082;3;9;25
21200123;1;3;21
21200283;2;7;21
24200043;1;3;24
25200208;3;9;25
21200134;1;3;21
21200183;1;3;21
23200316;2;7;23
24200220;1;3;24
21200019;1;3;21
23200233;1;3;23
21200196;2;7;21
24200211;3;9;24
24200177;2;8;24
21200099;1;3;21
24200044;1;3;24
22200055;1;3;22
20200024;2;7;20
25200171;2;8;25
18200210;1;2;18
25200081;1;3;25
22200102;2;7;22
24200071;2;8;24
16200164;1;2;16
23200234;1;3;23
18200108;2;6;18
