cod_escuela;cod_semestre;cod_alumno;cod_plan;cod_asignatura;num_rep
1;20191;14200109;2014  ;2010405 ;1
1;20191;14200109;2014  ;2010501 ;1
1;20191;14200109;2014  ;2010503 ;1
1;20191;14200002;2014  ;2010501 ;3
1;20191;09200001;2009  ;209007  ;2
1;20191;14200002;2014  ;2010604 ;1
1;20191;14200002;2014  ;2010703 ;2
1;20191;14200002;2014  ;2010706 ;1
1;20191;16200105;2014  ;2010204 ;3
1;20191;16200105;2014  ;2010305 ;1
1;20191;16200105;2014  ;2010405 ;1
1;20191;16200105;2014  ;2010503 ;2
1;20191;15200103;2014  ;2010601 ;2
1;20191;15200103;2014  ;2010606 ;2
1;20191;16200105;2014  ;2010601 ;1
1;20191;16200105;2014  ;2011113 ;1
1;20191;14200148;2014  ;2010405 ;1
1;20191;14200148;2014  ;2010501 ;2
1;20191;14200148;2014  ;2010505 ;3
1;20191;14200148;2014  ;2010603 ;1
1;20191;14200148;2014  ;2010704 ;1
1;20191;14200148;2014  ;2010707 ;1
1;20191;14200148;2014  ;2010801 ;1
1;20191;14200148;2014  ;2011115 ;1
1;20191;16200183;2014  ;2010402 ;2
1;20191;16200183;2014  ;2010403 ;2
1;20191;16200183;2014  ;2010406 ;1
1;20191;16200183;2014  ;2010504 ;1
1;20191;16200183;2014  ;2010507 ;1
1;20191;11200061;2009  ;201203M ;1
1;20191;11200061;2009  ;201205  ;1
1;20191;11200061;2009  ;201208  ;1
1;20191;16200115;2014  ;2010303 ;2
1;20191;16200115;2014  ;2010405 ;1
1;20191;11200061;2009  ;208008  ;3
1;20191;17200216;2014  ;2010304 ;2
1;20191;17200216;2014  ;2010404 ;1
1;20191;10200238;2009  ;205008  ;2
1;20191;10200238;2009  ;205009  ;2
1;20191;14200122;2014  ;2010601 ;2
1;20191;14200122;2014  ;2010605 ;1
1;20191;17200043;2014  ;2010306 ;1
1;20191;16200159;2014  ;2010304 ;2
1;20191;17200043;2014  ;2010204 ;2
1;20191;16200159;2014  ;2010401 ;1
1;20191;16200159;2014  ;2010302 ;2
1;20191;17200043;2014  ;2010302 ;1
1;20191;17200175;2014  ;2010203 ;3
1;20191;17200175;2014  ;2010204 ;1
1;20191;17200175;2014  ;2010205 ;1
1;20191;15200148;2014  ;2010204 ;4
1;20191;17200175;2014  ;2010207 ;1
1;20191;17200175;2014  ;2011115 ;1
1;20191;17200175;2014  ;2011116 ;1
1;20191;15200148;2014  ;2010205 ;2
1;20191;15200148;2014  ;2010302 ;1
1;20191;15200148;2014  ;2010405 ;1
1;20191;14200035;2014  ;2010502 ;1
1;20191;14200035;2014  ;2010505 ;1
1;20191;14200035;2014  ;2010507 ;2
1;20191;15200164;2014  ;2010504 ;1
1;20191;15200164;2014  ;2010505 ;2
1;20191;15200164;2014  ;2010507 ;2
1;20191;15200164;2014  ;2010601 ;1
1;20191;15200164;2014  ;2010602 ;1
1;20191;15200164;2014  ;2010606 ;1
1;20191;14200026;2014  ;2010601 ;2
1;20191;14200026;2014  ;2010807 ;1
1;20191;13200091;2009  ;201203M ;1
1;20191;10200078;2009  ;208008  ;1
1;20191;17200178;2014  ;2010502 ;1
1;20191;11200009;2009  ;201105  ;2
1;20191;11200200;2009  ;201204  ;1
1;20191;10200224;2009  ;209007  ;3
1;20191;12200097;2009  ;201203M ;1
1;20191;17200158;2014  ;2010304 ;1
1;20191;11200109;2009  ;201105  ;1
1;20191;17200205;2014  ;2010402 ;1
1;20191;17200071;2014  ;2010402 ;1
1;20191;17200071;2014  ;2010501 ;1
1;20191;12200097;2009  ;205007  ;3
1;20191;12200097;2009  ;205009  ;6
1;20191;15200181;2014  ;2010205 ;3
1;20191;12200097;2009  ;206010  ;1
1;20191;15200181;2014  ;2010301 ;3
1;20191;15200181;2014  ;2010302 ;3
1;20191;15200181;2014  ;2010303 ;2
1;20191;12200148;2009  ;208003  ;1
1;20191;12200148;2009  ;208008  ;1
1;20191;12200148;2009  ;208010  ;1
1;20191;15200181;2014  ;2010304 ;1
1;20191;15200181;2014  ;2010306 ;3
1;20191;16200125;2014  ;2010302 ;1
1;20191;17200206;2014  ;2010401 ;1
1;20191;17200206;2014  ;2010503 ;1
1;20191;17200139;2014  ;2010401 ;1
1;20191;17200179;2014  ;2010503 ;1
1;20191;16200174;2014  ;2010401 ;1
1;20191;16200174;2014  ;2010402 ;1
1;20191;16200174;2014  ;2011115 ;1
1;20191;17200139;2014  ;2010507 ;1
1;20191;17200058;2014  ;2010503 ;1
1;20191;16200170;2014  ;2010504 ;1
1;20191;17200058;2014  ;2010507 ;1
1;20191;17200125;2014  ;2010504 ;1
1;20191;17200044;2014  ;2010504 ;1
1;20191;17200072;2014  ;2010405 ;1
1;20191;17200131;2014  ;2011115 ;1
1;20191;17200072;2014  ;2010501 ;1
1;20191;17200070;2014  ;2010503 ;1
1;20191;17200016;2014  ;2010502 ;1
1;20191;17200016;2014  ;2010503 ;1
1;20191;17200185;2014  ;2010503 ;1
1;20191;17200185;2014  ;2010504 ;1
1;20191;17200035;2014  ;2010502 ;1
1;20191;17200009;2014  ;2010502 ;1
1;20191;17200227;2014  ;2010502 ;1
1;20191;17200131;2014  ;2010502 ;1
1;20191;16200049;2014  ;2010607 ;1
1;20191;16200014;2014  ;2010706 ;1
1;20191;16200014;2014  ;2010707 ;1
1;20191;16200119;2014  ;2010703 ;1
1;20191;17200221;2014  ;2010504 ;1
1;20191;16200160;2014  ;2010703 ;1
1;20191;17200249;2014  ;2010506 ;1
1;20191;17200249;2014  ;2010507 ;1
1;20191;16200119;2014  ;2010707 ;1
1;20191;16200181;2014  ;2010607 ;1
1;20191;18200185;2018  ;20118031;1
1;20191;16200140;2014  ;2010707 ;1
1;20191;15200190;2014  ;2010707 ;1
1;20191;15200137;2014  ;2010707 ;1
1;20191;15200137;2014  ;2010903 ;1
1;20191;18200185;2018  ;20118035;1
1;20191;16200194;2014  ;2011116 ;1
