id_ct;id_estudiante;id_curso;id_semestre;nota;id_ciclo
147592;14200035;2010807;2;13;20
147593;15200179;2010807;2;15;20
147594;15200184;2010807;2;13;20
147595;15200004;2010807;2;15;20
147596;16200109;2010807;2;15;20
147597;15200015;2010807;2;12;20
147598;15200194;2010807;2;17;20
147599;15200117;2010807;2;14;20
147600;15200118;2010807;2;14;20
147601;15200121;2010807;2;14;20
147602;15200195;2010807;2;13;20
147603;14200092;2010807;2;12;20
147604;15200061;2010807;2;12;20
147605;15200124;2010807;2;11;20
147606;14200127;2010807;2;14;20
147607;15200100;2010807;2;16;20
147608;14200137;2010807;2;10;20
147609;15200110;2010807;2;12;20
147610;14200009;2010807;2;14;20
147611;14200140;2010807;2;13;20
147612;15200150;2010807;2;13;20
147613;14200146;2010807;2;13;20
147614;14200148;2010807;2;12;20
147615;15200151;2010807;2;12;20
147616;15200153;2010807;2;12;20
147617;14200020;2010807;2;14;20
147618;14200095;2010807;2;16;20
147619;15200027;2010807;2;14;20
147620;15200029;2010807;2;14;20
147621;15200033;2010807;2;13;20
147622;15200171;2010807;2;17;20
147623;16200052;2010807;2;14;20
147624;14200169;2010807;2;14;20
147625;14200028;2010807;2;14;20
147626;15200174;2010807;2;11;20
147627;16200101;2010807;2;12;20
147628;14200064;2010807;2;14;20
147629;14200036;2010807;2;14;20
147630;14200037;2010807;2;15;20
147631;15200002;2010807;2;13;20
147632;14200030;2010807;2;11;20
147633;14200097;2010807;2;11;20
147634;15200050;2010807;2;13;20
147635;15200052;2010807;2;12;20
147636;15200183;2010807;2;13;20
147637;15200185;2010807;2;14;20
147638;15200005;2010807;2;13;20
147639;15200007;2010807;2;13;20
147640;15200012;2010807;2;13;20
147641;15200014;2010807;2;13;20
147642;14200129;2010901;2;13;21
147643;14200131;2010901;2;14;21
147644;14200138;2010901;2;16;21
147645;14200010;2010901;2;11;21
147646;14200068;2010901;2;15;21
147647;14200167;2010901;2;15;21
147648;14200125;2010901;2;11;21
147649;14200141;2010901;2;13;21
147650;14200161;2010901;2;13;21
147651;15200024;2010901;2;16;21
147652;14200143;2010901;2;10;21
147653;14200074;2010901;2;12;21
147654;15200044;2010901;2;18;21
147655;14200098;2010901;2;18;21
147656;15200053;2010901;2;16;21
147657;15200187;2010901;2;18;21
147658;14200118;2010901;2;16;21
147659;14200121;2010901;2;15;21
147660;14200152;2010901;2;15;21
147661;14200027;2010901;2;16;21
147662;14200158;2010901;2;16;21
147663;15200162;2010901;2;16;21
147664;15200182;2010901;2;16;21
147665;15200001;2010901;2;16;21
147666;15200059;2010901;2;15;21
147667;15200009;2010901;2;15;21
147668;15200105;2010901;2;18;21
147669;14200006;2010901;2;12;21
147670;14200021;2010901;2;14;21
147671;14200071;2010901;2;14;21
147672;15200163;2010901;2;19;21
147673;15200168;2010901;2;15;21
147674;14200037;2010901;2;14;21
147675;14200031;2010901;2;15;21
147676;15200008;2010901;2;19;21
147677;15200116;2010901;2;16;21
147678;13160113;2010901;2;17;21
147679;14200171;2010901;2;14;21
147680;14200116;2010902;2;11;21
147681;14200118;2010902;2;12;21
147682;14200119;2010902;2;13;21
147683;14200121;2010902;2;11;21
147684;15200024;2010902;2;18;21
147685;15200025;2010902;2;11;21
147686;14200092;2010902;2;11;21
147687;13160113;2010902;2;19;21
147688;15200135;2010902;2;11;21
147689;14200142;2010902;2;19;21
147690;15200144;2010902;2;19;21
147691;15200154;2010902;2;18;21
147692;15200156;2010902;2;19;21
147693;14200152;2010902;2;11;21
147694;14200021;2010902;2;11;21
147695;14200082;2010902;2;11;21
147696;14200158;2010902;2;12;21
147697;15200161;2010902;2;17;21
147698;15200162;2010902;2;19;21
147699;15200163;2010902;2;14;21
147700;15200031;2010902;2;19;21
147701;15200035;2010902;2;15;21
147702;14200105;2010902;2;11;21
147703;15200037;2010902;2;19;21
147704;15200038;2010902;2;18;21
147705;15200044;2010902;2;18;21
147706;15200168;2010902;2;12;21
147707;15200173;2010902;2;11;21
147708;14200171;2010902;2;10;21
147709;14200106;2010902;2;13;21
147710;15200178;2010902;2;19;21
147711;15200001;2010902;2;19;21
147712;14200031;2010902;2;11;21
147713;14200098;2010902;2;14;21
147714;15200053;2010902;2;18;21
147715;15200059;2010902;2;18;21
147716;15200187;2010902;2;19;21
147717;15200008;2010902;2;14;21
147718;15200009;2010902;2;14;21
147719;15200010;2010902;2;10;21
147720;15200017;2010902;2;15;21
147721;15200120;2010902;2;15;21
147722;14200093;2010902;2;11;21
147723;15200138;2010902;2;11;21
147724;14200134;2010902;2;10;21
147725;14200135;2010902;2;10;21
147726;15200147;2010902;2;11;21
147727;14200072;2010902;2;11;21
147728;14200071;2010902;2;10;21
147729;14200078;2010902;2;12;21
147730;14200081;2010902;2;10;21
147731;14200160;2010902;2;2;21
147732;15200028;2010902;2;13;21
147733;14200168;2010902;2;12;21
147734;14200108;2010902;2;3;21
147735;14200064;2010902;2;10;21
147736;15200052;2010902;2;16;21
147737;15200183;2010902;2;11;21
147738;15200059;2010903;2;17;21
147739;15200127;2010903;2;17;21
147740;15200137;2010903;2;17;21
147741;14200143;2010903;2;14;21
147742;14200004;2010903;2;17;21
147743;14200060;2010903;2;17;21
147744;15200155;2010903;2;17;21
147745;14200074;2010903;2;17;21
147746;14200078;2010903;2;17;21
147747;14200082;2010903;2;14;21
147748;14200024;2010903;2;18;21
147749;14200096;2010903;2;17;21
147750;15200028;2010903;2;17;21
147751;15200168;2010903;2;14;21
147752;15200172;2010903;2;17;21
147753;14200168;2010903;2;17;21
147754;14200108;2010903;2;14;21
147755;14200063;2010903;2;17;21
147756;14200031;2010903;2;14;21
147757;15200054;2010903;2;17;21
147758;15200008;2010903;2;18;21
147759;15200017;2010903;2;14;21
147760;15200120;2010903;2;13;21
147761;14200116;2010903;2;11;21
147762;15200021;2010903;2;5;21
147763;15200024;2010903;2;14;21
147764;15200026;2010903;2;13;21
147765;13160113;2010903;2;13;21
147766;15200105;2010903;2;13;21
147767;15200138;2010903;2;13;21
147768;15200107;2010903;2;11;21
147769;15200144;2010903;2;14;21
147770;14200145;2010903;2;10;21
147771;15200154;2010903;2;18;21
147772;15200156;2010903;2;13;21
147773;14200021;2010903;2;11;21
147774;14200068;2010903;2;11;21
147775;14200071;2010903;2;9;21
147776;15200161;2010903;2;13;21
147777;15200162;2010903;2;16;21
147778;15200163;2010903;2;15;21
147779;14200163;2010903;2;13;21
147780;15200031;2010903;2;14;21
147781;15200035;2010903;2;13;21
147782;14200105;2010903;2;11;21
147783;15200037;2010903;2;12;21
147784;15200044;2010903;2;15;21
147785;14200106;2010903;2;14;21
147786;14200110;2010903;2;12;21
147787;15200178;2010903;2;16;21
147788;15200182;2010903;2;16;21
147789;15200001;2010903;2;16;21
147790;14200098;2010903;2;14;21
147791;14200101;2010903;2;14;21
147792;15200053;2010903;2;12;21
147793;15200187;2010903;2;13;21
147794;15200009;2010903;2;15;21
147795;15200010;2010903;2;15;21
147796;15200059;2010904;2;12;21
147797;15200120;2010904;2;14;21
147798;14200116;2010904;2;11;21
147799;14200119;2010904;2;11;21
147800;15200024;2010904;2;14;21
147801;14200122;2010904;2;11;21
147802;15200138;2010904;2;12;21
147803;15200107;2010904;2;12;21
147804;15200144;2010904;2;12;21
147805;15200156;2010904;2;11;21
147806;14200021;2010904;2;12;21
147807;14200075;2010904;2;13;21
147808;14200078;2010904;2;13;21
147809;15200161;2010904;2;13;21
147810;15200162;2010904;2;16;21
147811;15200163;2010904;2;12;21
147812;15200031;2010904;2;13;21
147813;15200037;2010904;2;11;21
147814;15200168;2010904;2;12;21
147815;14200168;2010904;2;11;21
147816;14200106;2010904;2;11;21
147817;15200044;2010904;2;14;21
147818;14200172;2010904;2;11;21
147819;15200178;2010904;2;13;21
147820;14200037;2010904;2;11;21
147821;15200001;2010904;2;14;21
147822;14200031;2010904;2;12;21
147823;14200098;2010904;2;13;21
147824;15200053;2010904;2;14;21
147825;15200187;2010904;2;11;21
147826;15200008;2010904;2;14;21
147827;15200009;2010904;2;12;21
147828;15200017;2010904;2;11;21
147829;14200120;2010904;2;13;21
147830;14200088;2010904;2;13;21
147831;15200125;2010904;2;12;21
147832;14200125;2010904;2;11;21
147833;14200126;2010904;2;11;21
147834;15200105;2010904;2;13;21
147835;14200005;2010904;2;11;21
147836;14200006;2010904;2;12;21
147837;14200140;2010904;2;12;21
147838;14200141;2010904;2;13;21
147839;14200143;2010904;2;12;21
147840;14200144;2010904;2;13;21
147841;14200004;2010904;2;13;21
147842;15200155;2010904;2;12;21
147843;14200074;2010904;2;13;21
147844;14200076;2010904;2;14;21
147845;14200080;2010904;2;13;21
147846;14200161;2010904;2;12;21
147847;14200163;2010904;2;12;21
147848;14200110;2010904;2;12;21
147849;14200033;2010904;2;13;21
147850;15200182;2010904;2;13;21
147851;14200063;2010904;2;11;21
147852;15200059;2010905;2;13;21
147853;14200116;2010905;2;11;21
147854;15200060;2010905;2;12;21
147855;15200024;2010905;2;15;21
147856;15200026;2010905;2;16;21
147857;15200125;2010905;2;11;21
147858;15200127;2010905;2;13;21
147859;15200105;2010905;2;12;21
147860;15200138;2010905;2;11;21
147861;15200107;2010905;2;11;21
147862;15200110;2010905;2;11;21
147863;15200144;2010905;2;12;21
147864;15200147;2010905;2;11;21
147865;14200114;2010905;2;2;21
147866;14200145;2010905;2;13;21
147867;15200153;2010905;2;13;21
147868;15200155;2010905;2;11;21
147869;15200156;2010905;2;13;21
147870;14200073;2010905;2;12;21
147871;15200158;2010905;2;13;21
147872;15200161;2010905;2;12;21
147873;15200162;2010905;2;17;21
147874;15200163;2010905;2;12;21
147875;15200031;2010905;2;15;21
147876;15200168;2010905;2;13;21
147877;14200169;2010905;2;11;21
147878;14200108;2010905;2;11;21
147879;15200044;2010905;2;14;21
147880;15200175;2010905;2;11;21
147881;15200178;2010905;2;14;21
147882;15200182;2010905;2;13;21
147883;14200063;2010905;2;13;21
147884;14200037;2010905;2;11;21
147885;15200001;2010905;2;15;21
147886;14200098;2010905;2;15;21
147887;15200053;2010905;2;11;21
147888;15200054;2010905;2;11;21
147889;15200183;2010905;2;11;21
147890;15200185;2010905;2;15;21
147891;15200187;2010905;2;12;21
147892;15200008;2010905;2;16;21
147893;15200009;2010905;2;12;21
147894;15200017;2010905;2;11;21
147895;15200120;2010905;2;12;21
147896;15200025;2010905;2;13;21
147897;15200195;2010905;2;12;21
147898;14200093;2010905;2;11;21
147899;13160113;2010905;2;12;21
147900;15200135;2010905;2;12;21
147901;15200143;2010905;2;11;21
147902;14200134;2010905;2;10;21
147903;14200135;2010905;2;10;21
147904;14200136;2010905;2;11;21
147905;14200142;2010905;2;13;21
147906;15200149;2010905;2;13;21
147907;14200014;2010905;2;12;21
147908;15200157;2010905;2;11;21
147909;14200069;2010905;2;10;21
147910;14200078;2010905;2;12;21
147911;14200081;2010905;2;12;21
147912;14200024;2010905;2;11;21
147913;14200095;2010905;2;13;21
147914;14200096;2010905;2;12;21
147915;15200028;2010905;2;15;21
147916;15200035;2010905;2;13;21
147917;15200038;2010905;2;12;21
147918;15200173;2010905;2;13;21
147919;14200168;2010905;2;15;21
147920;14200171;2010905;2;14;21
147921;14200035;2010905;2;12;21
147922;15200050;2010905;2;12;21
147923;15200052;2010905;2;12;21
147924;15200010;2010905;2;13;21
147925;15200059;2010906;2;17;21
147926;15200060;2010906;2;14;21
147927;15200021;2010906;2;15;21
147928;15200026;2010906;2;14;21
147929;14200092;2010906;2;14;21
147930;14200004;2010906;2;15;21
147931;14200136;2010906;2;15;21
147932;15200110;2010906;2;13;21
147933;15200147;2010906;2;13;21
147934;14200016;2010906;2;15;21
147935;14200060;2010906;2;13;21
147936;14200145;2010906;2;13;21
147937;15200155;2010906;2;15;21
147938;14200021;2010906;2;15;21
147939;14200069;2010906;2;13;21
147940;14200071;2010906;2;13;21
147941;14200078;2010906;2;14;21
147942;14200095;2010906;2;14;21
147943;14200156;2010906;2;14;21
147944;15200162;2010906;2;16;21
147945;15200028;2010906;2;13;21
147946;14200105;2010906;2;14;21
147947;15200168;2010906;2;16;21
147948;15200171;2010906;2;15;21
147949;14200168;2010906;2;13;21
147950;14200169;2010906;2;14;21
147951;15200045;2010906;2;15;21
147952;15200182;2010906;2;15;21
147953;14200063;2010906;2;14;21
147954;14200037;2010906;2;13;21
147955;14200031;2010906;2;16;21
147956;14200097;2010906;2;12;21
147957;14200100;2010906;2;14;21
147958;15200116;2010906;2;13;21
147959;15200050;2010906;2;14;21
147960;15200052;2010906;2;13;21
147961;15200054;2010906;2;15;21
147962;15200183;2010906;2;15;21
147963;15200003;2010906;2;15;21
147964;15200008;2010906;2;16;21
147965;15200009;2010906;2;15;21
147966;15200015;2010906;2;15;21
147967;15200120;2010906;2;16;21
147968;14200116;2010906;2;15;21
147969;14200119;2010906;2;15;21
147970;15200024;2010906;2;17;21
147971;15200025;2010906;2;16;21
147972;13160113;2010906;2;13;21
147973;15200097;2010906;2;16;21
147974;15200125;2010906;2;17;21
147975;15200105;2010906;2;16;21
147976;15200135;2010906;2;12;21
147977;15200138;2010906;2;13;21
147978;14200134;2010906;2;13;21
147979;15200144;2010906;2;16;21
147980;15200154;2010906;2;14;21
147981;15200156;2010906;2;14;21
147982;14200081;2010906;2;16;21
147983;15200157;2010906;2;16;21
147984;15200163;2010906;2;18;21
147985;14200160;2010906;2;15;21
147986;14200161;2010906;2;14;21
147987;14200162;2010906;2;14;21
147988;15200031;2010906;2;15;21
147989;15200035;2010906;2;14;21
147990;15200037;2010906;2;13;21
147991;15200038;2010906;2;15;21
147992;15200173;2010906;2;14;21
147993;14200171;2010906;2;18;21
147994;14200029;2010906;2;14;21
147995;15200044;2010906;2;15;21
147996;15200178;2010906;2;16;21
147997;15200001;2010906;2;17;21
147998;14200098;2010906;2;18;21
147999;15200053;2010906;2;16;21
148000;15200187;2010906;2;16;21
148001;14200139;2011001;2;9;22
148002;14200008;2011001;2;14;22
148003;14200099;2011001;2;16;22
148004;14200102;2011001;2;17;22
148005;14200133;2011001;2;15;22
148006;14200001;2011001;2;16;22
148007;14200003;2011001;2;15;22
148008;14200062;2011001;2;17;22
148009;14200151;2011001;2;16;22
148010;14200155;2011001;2;18;22
148011;14200012;2011001;2;16;22
148012;14200075;2011001;2;17;22
148013;14200176;2011001;2;16;22
148014;14200120;2011001;2;16;22
148015;14200124;2011001;2;4;22
148016;14200022;2011001;2;16;22
148017;14200083;2011001;2;16;22
148018;14200163;2011001;2;16;22
148019;14200038;2011001;2;14;22
148020;14200005;2011001;2;11;22
148021;14200144;2011001;2;16;22
148022;14200157;2011001;2;10;22
148023;14200033;2011001;2;15;22
148024;14200126;2011001;2;15;22
148025;14200172;2011001;2;15;22
148026;14200117;2011003;2;13;22
148027;14200118;2011003;2;15;22
148028;14200120;2011003;2;14;22
148029;14200088;2011003;2;12;22
148030;14200093;2011003;2;14;22
148031;14200121;2011003;2;15;22
148032;14200125;2011003;2;14;22
148033;14200129;2011003;2;14;22
148034;14200005;2011003;2;14;22
148035;14200006;2011003;2;14;22
148036;14200103;2011003;2;15;22
148037;14200130;2011003;2;15;22
148038;14200135;2011003;2;12;22
148039;14200010;2011003;2;13;22
148040;14200138;2011003;2;16;22
148041;14200139;2011003;2;13;22
148042;14200141;2011003;2;14;22
148043;14200018;2011003;2;17;22
148044;14200022;2011003;2;15;22
148045;14200147;2011003;2;16;22
148046;14200151;2011003;2;14;22
148047;14200144;2011003;2;17;22
148048;14200152;2011003;2;15;22
148049;14200068;2011003;2;15;22
148050;14200072;2011003;2;13;22
148051;14200076;2011003;2;15;22
148052;14200083;2011003;2;13;22
148053;14200158;2011003;2;14;22
148054;14200163;2011003;2;14;22
148055;14200165;2011003;2;15;22
148056;14200167;2011003;2;15;22
148057;14200110;2011003;2;15;22
148058;14200033;2011003;2;17;22
148059;14200038;2011003;2;14;22
148060;14200101;2011003;2;14;22
148061;14200117;2011004;2;14;22
148062;14200124;2011004;2;14;22
148063;14200125;2011004;2;15;22
148064;14200126;2011004;2;13;22
148065;14200129;2011004;2;16;22
148066;14200008;2011004;2;16;22
148067;14200131;2011004;2;15;22
148068;14200133;2011004;2;15;22
148069;14200010;2011004;2;14;22
148070;14200138;2011004;2;17;22
148071;14200140;2011004;2;13;22
148072;14200141;2011004;2;13;22
148073;14200143;2011004;2;11;22
148074;14200012;2011004;2;14;22
148075;14200022;2011004;2;11;22
148076;14200147;2011004;2;15;22
148077;14200151;2011004;2;13;22
148078;14200155;2011004;2;14;22
148079;14200068;2011004;2;17;22
148080;14200074;2011004;2;11;22
148081;14200076;2011004;2;14;22
148082;14200080;2011004;2;11;22
148083;14200083;2011004;2;16;22
148084;14200027;2011004;2;15;22
148085;14200156;2011004;2;14;22
148086;14200159;2011004;2;14;22
148087;14200163;2011004;2;16;22
148088;14200165;2011004;2;15;22
148089;14200167;2011004;2;17;22
148090;14200110;2011004;2;15;22
148091;14200176;2011004;2;15;22
148092;14200029;2011004;2;11;22
148093;14200100;2011004;2;17;22
148094;15200120;2011005;2;14;22
148095;15200059;2011005;2;16;22
148096;15200060;2011005;2;13;22
148097;15200024;2011005;2;14;22
148098;15200105;2011005;2;13;22
148099;14200004;2011005;2;13;22
148100;14200006;2011005;2;11;22
148101;15200107;2011005;2;12;22
148102;14200139;2011005;2;14;22
148103;15200144;2011005;2;14;22
148104;15200149;2011005;2;15;22
148105;15200150;2011005;2;13;22
148106;15200153;2011005;2;9;22
148107;15200156;2011005;2;11;22
148108;14200021;2011005;2;10;22
148109;14200074;2011005;2;11;22
148110;14200095;2011005;2;13;22
148111;15200161;2011005;2;11;22
148112;15200162;2011005;2;14;22
148113;15200031;2011005;2;14;22
148114;15200035;2011005;2;15;22
148115;15200038;2011005;2;15;22
148116;14200167;2011005;2;17;22
148117;15200168;2011005;2;14;22
148118;15200173;2011005;2;12;22
148119;15200178;2011005;2;14;22
148120;14200063;2011005;2;12;22
148121;14200177;2011005;2;13;22
148122;15200001;2011005;2;13;22
148123;15200053;2011005;2;14;22
148124;15200003;2011005;2;13;22
148125;15200008;2011005;2;14;22
148126;15200009;2011005;2;15;22
148127;15200116;2011005;2;17;22
148128;14200116;2011005;2;14;22
148129;15200021;2011005;2;18;22
148130;15200097;2011005;2;16;22
148131;14200103;2011005;2;17;22
148132;14200140;2011005;2;16;22
148133;14200151;2011005;2;16;22
148134;15200155;2011005;2;17;22
148135;14200068;2011005;2;19;22
148136;14200069;2011005;2;14;22
148137;14200071;2011005;2;18;22
148138;14200096;2011005;2;18;22
148139;14200108;2011005;2;17;22
148140;14200110;2011005;2;16;22
148141;14200037;2011005;2;17;22
148142;14200097;2011005;2;18;22
148143;14200100;2011005;2;17;22
148144;15200050;2011005;2;17;22
148145;15200052;2011005;2;17;22
148146;14200101;2011006;2;13;22
148147;14200117;2011006;2;12;22
148148;14200118;2011006;2;12;22
148149;14200121;2011006;2;12;22
148150;14200124;2011006;2;14;22
148151;14200125;2011006;2;13;22
148152;14200004;2011006;2;15;22
148153;14200008;2011006;2;14;22
148154;14200103;2011006;2;9;22
148155;14200131;2011006;2;15;22
148156;14200133;2011006;2;16;22
148157;14200010;2011006;2;12;22
148158;14200139;2011006;2;12;22
148159;14200140;2011006;2;12;22
148160;14200141;2011006;2;15;22
148161;14200143;2011006;2;14;22
148162;14200022;2011006;2;12;22
148163;14200147;2011006;2;13;22
148164;14200151;2011006;2;13;22
148165;15200154;2011006;2;11;22
148166;14200152;2011006;2;12;22
148167;14200155;2011006;2;13;22
148168;14200068;2011006;2;15;22
148169;14200074;2011006;2;15;22
148170;14200076;2011006;2;14;22
148171;14200080;2011006;2;10;22
148172;14200083;2011006;2;13;22
148173;14200027;2011006;2;13;22
148174;14200158;2011006;2;12;22
148175;14200105;2011006;2;13;22
148176;15200037;2011006;2;12;22
148177;14200163;2011006;2;14;22
148178;14200165;2011006;2;11;22
148179;14200167;2011006;2;12;22
148180;14200106;2011006;2;13;22
148181;14200172;2011006;2;13;22
148182;14200176;2011006;2;16;22
148183;14200100;2011006;2;12;22
148184;14200124;2011101;2;11;12
148185;15200138;2011101;2;10;12
148186;14200022;2011101;2;11;12
148187;14200082;2011101;2;9;12
148188;15200163;2011101;2;12;12
148189;15200044;2011101;2;13;12
148190;14200098;2011101;2;11;12
148191;15200187;2011101;2;13;12
148192;15200116;2011103;2;13;12
148193;15200123;2011103;2;12;12
148194;15200060;2011103;2;16;12
148195;16200001;2011103;2;11;12
148196;16200152;2011103;2;11;12
148197;14200122;2011103;2;11;12
148198;16200196;2011103;2;12;12
148199;16200197;2011103;2;12;12
148200;15200147;2011103;2;0;12
148201;15200149;2011103;2;0;12
148202;14200012;2011103;2;12;12
148203;14200014;2011103;2;11;12
148204;14200021;2011103;2;11;12
148205;14200071;2011103;2;12;12
148206;14200086;2011103;2;11;12
148207;14200106;2011103;2;11;12
148208;15200045;2011103;2;15;12
148209;15200182;2011103;2;15;12
148210;15200010;2011103;2;12;12
148211;14200101;2011104;2;11;12
148212;14200120;2011104;2;9;12
148213;14200138;2011104;2;13;12
148214;14200141;2011104;2;13;12
148215;14200003;2011104;2;14;12
148216;14200016;2011104;2;9;12
148217;14200147;2011104;2;11;12
148218;14200155;2011104;2;11;12
148219;14200022;2011104;2;10;12
148220;14200027;2011104;2;14;12
148221;14200165;2011104;2;12;12
148222;14200029;2011104;2;11;12
148223;14200101;2011105;2;14;12
148224;15200117;2011105;2;14;12
148225;14200088;2011105;2;13;12
148226;15200105;2011105;2;13;12
148227;14200103;2011105;2;11;12
148228;15200107;2011105;2;13;12
148229;14200072;2011105;2;12;12
148230;14200082;2011105;2;11;12
148231;14200171;2011105;2;14;12
148232;15200179;2011105;2;12;12
148233;14200029;2011105;2;14;12
148234;14200064;2011105;2;11;12
148235;14200090;2011106;2;17;12
148236;14200129;2011106;2;14;12
148237;14200138;2011106;2;15;12
148238;14200001;2011106;2;14;12
148239;14200012;2011106;2;15;12
148240;14200156;2011106;2;15;12
148241;14200062;2011106;2;16;12
148242;14200110;2011106;2;17;12
148243;16200192;2011110;2;13;12
148244;14200135;2011110;2;10;12
148245;14200014;2011110;2;10;12
148246;16200156;2011110;2;13;12
148247;14200081;2011110;2;12;12
148248;17200172;2011115;2;14;12
148249;17200173;2011115;2;12;12
148250;17200063;2011115;2;12;12
148251;15200169;2011115;2;0;12
148252;16200036;2011115;2;17;12
148253;16200172;2011115;2;15;12
148254;14200126;2011115;2;11;12
148255;17200164;2011115;2;7;12
148256;17200197;2011115;2;14;12
148257;17200051;2011115;2;8;12
148258;16200018;2011115;2;18;12
148259;17200242;2011115;2;14;12
148260;17200033;2011115;2;13;12
148261;15200026;2011116;2;14;12
148262;16200036;2011116;2;14;12
148263;16200140;2011116;2;14;12
148264;15200060;2011116;2;14;12
148265;15200171;2011116;2;16;12
148266;15200172;2011116;2;14;12
148267;15200176;2011116;2;14;12
148268;17200188;2011116;2;15;12
148269;13160113;2011116;2;13;12
148270;16200039;2011116;2;15;12
148271;16200040;2011116;2;14;12
148272;16200169;2011116;2;15;12
148273;16200194;2011116;2;9;12
148274;17200161;2011116;2;15;12
148275;14200004;2011116;2;15;12
148276;14200005;2011116;2;15;12
148277;14200008;2011116;2;15;12
148278;15200105;2011116;2;14;12
148279;14200116;2011116;2;14;12
148280;14200120;2011116;2;13;12
148281;14200126;2011116;2;14;12
148282;14200129;2011116;2;15;12
148283;14200134;2011116;2;15;12
148284;14200136;2011116;2;15;12
148285;14200142;2011116;2;15;12
148286;14200151;2011116;2;13;12
148287;14200159;2011116;2;8;12
148288;14200160;2011116;2;13;12
148289;14200163;2011116;2;15;12
148290;14200171;2011116;2;14;12
148291;14200038;2011116;2;15;12
148292;15200001;2011116;2;14;12
148293;16200045;2011116;2;13;12
148294;16200147;2011116;2;14;12
148295;16200197;2011116;2;14;12
148296;14200003;2011116;2;14;12
148297;15200008;2011116;2;13;12
148298;15200009;2011116;2;13;12
148299;15200010;2011116;2;14;12
148300;15200028;2011116;2;15;12
148301;15200034;2011116;2;8;12
148302;14200016;2011116;2;14;12
148303;14200031;2011116;2;14;12
148304;14200060;2011116;2;15;12
148305;17200238;2011116;2;0;12
148306;14200018;2011116;2;15;12
148307;17200232;2011116;2;15;12
148308;14200068;2011116;2;15;12
148309;14200071;2011116;2;14;12
148310;14200080;2011116;2;5;12
148311;15200054;2011116;2;14;12
148312;15200045;2011116;2;13;12
148313;16200010;2011116;2;14;12
148314;16200005;2011116;2;13;12
148315;16200008;2011116;2;14;12
148316;16200166;2011116;2;14;12
148317;16200011;2011116;2;15;12
148318;15200146;2011116;2;14;12
148319;15200149;2011116;2;13;12
148320;15200150;2011116;2;14;12
148321;15200155;2011116;2;14;12
148322;15200161;2011116;2;14;12
148323;15200163;2011116;2;13;12
148324;17200246;2011116;2;15;12
148325;14200035;2011116;2;15;12
148326;15200121;2011116;2;13;12
148327;15200129;2011116;2;14;12
148328;15200131;2011116;2;14;12
148329;15200133;2011116;2;14;12
148330;15200135;2011116;2;14;12
148331;15200142;2011116;2;14;12
148332;16200132;2011116;2;15;12
148333;17200022;2011116;2;15;12
148334;16200192;2011116;2;12;12
148335;15200185;2011116;2;14;12
148336;16200103;2011116;2;14;12
148337;16200108;2011116;2;15;12
148338;16200109;2011116;2;15;12
148339;17200031;2011116;2;13;12
148340;17200154;2011120;2;12;12
148341;16200030;2011120;2;17;12
148342;16200031;2011120;2;15;12
148343;14200137;2011120;2;12;12
148344;15200027;2011120;2;17;12
148345;16200023;2011120;2;19;12
148346;17200015;2011120;2;17;12
148347;17200016;2011120;2;15;12
148348;17200152;2011120;2;13;12
148349;16200026;2011120;2;16;12
148350;18200183;20118031;2;4;25
148351;18200027;20118031;2;6;25
148352;18200133;20118031;2;7;25
148353;18200185;20118031;2;5;25
148354;18200186;20118031;2;10;25
148355;18200189;20118031;2;11;25
148356;18200187;20118031;2;11;25
148357;18200195;20118031;2;12;25
148358;18200194;20118031;2;12;25
148359;18200043;20118031;2;8;25
148360;18200004;20118031;2;15;25
148361;18200200;20118031;2;5;25
148362;18200202;20118031;2;8;25
148363;18200143;20118031;2;11;25
148364;18200239;20118031;2;14;25
148365;18200222;20118031;2;13;25
148366;18200069;20118031;2;15;25
148367;18200227;20118031;2;12;25
148368;18200226;20118031;2;12;25
148369;18200159;20118031;2;11;25
148370;18200020;20118031;2;7;25
148371;18200209;20118031;2;11;25
148372;18200210;20118031;2;10;25
148373;18200211;20118031;2;16;25
148374;18200124;20118031;2;11;25
148375;18200152;20118031;2;14;25
148376;18200213;20118031;2;4;25
148377;18200216;20118031;2;16;25
148378;18200215;20118031;2;3;25
148379;18200218;20118031;2;1;25
148380;18200217;20118031;2;12;25
148381;18200029;20118031;2;6;25
148382;18200163;20118031;2;4;25
148383;18200012;20118031;2;9;25
148384;18200014;20118031;2;14;25
148385;18200038;20118031;2;5;25
148386;18200179;20118031;2;17;25
148387;18200138;20118031;2;12;25
148388;18200028;20118031;2;7;25
148389;18200184;20118031;2;8;25
148390;18200042;20118031;2;12;25
148391;18200051;20118031;2;11;25
148392;18200121;20118031;2;12;25
148393;18200006;20118031;2;9;25
148394;18200145;20118031;2;8;25
148395;18200219;20118031;2;12;25
148396;18200220;20118031;2;14;25
148397;18200225;20118031;2;11;25
148398;18200161;20118031;2;5;25
148399;18200229;20118031;2;15;25
148400;18200021;20118031;2;11;25
148401;18200176;20118031;2;14;25
148402;18200122;20118031;2;14;25
148403;18200061;20118031;2;14;25
148404;18200058;20118031;2;12;25
148405;18200009;20118031;2;4;25
148406;18200149;20118031;2;5;25
148407;18200066;20118031;2;14;25
148408;18200065;20118031;2;11;25
148409;18200234;20118031;2;18;25
148410;18200233;20118031;2;12;25
148411;18200235;20118031;2;10;25
148412;18200164;20118031;2;11;25
