id_ct;id_estudiante;id_curso;id_semestre;nota;id_ciclo
144527;10200150;207008;2;0;8
144528;15200191;207008;2;11;8
144529;11200200;207009;2;13;8
144530;11200069;207009;2;12;8
144531;12200171;207009;2;0;8
144532;13200149;207009;2;12;8
144533;9200016;207009;2;15;8
144534;9200211;207009;2;14;8
144535;11200225;207009;2;11;8
144536;13200159;207009;2;8;8
144537;13200168;207009;2;13;8
144538;15200191;207009;2;9;8
144539;12200030;207010;2;0;8
144540;13200166;207010;2;14;8
144541;9200078;207010;2;15;8
144542;13200149;207010;2;15;8
144543;9200002;207010;2;11;8
144544;13200159;207010;2;0;8
144545;13200098;207010;2;4;8
144546;10200089;207010;2;14;8
144547;11200045;207010;2;12;8
144548;13200168;208001;2;17;9
144549;9200111;208001;2;17;9
144550;10200078;208001;2;16;9
144551;11200200;208001;2;17;9
144552;10200089;208001;2;17;9
144553;12200148;208001;2;15;9
144554;12200031;208001;2;12;9
144555;13200080;208001;2;17;9
144556;13200087;208001;2;15;9
144557;13200091;208001;2;12;9
144558;9200027;208001;2;11;9
144559;9200180;208001;2;17;9
144560;9200211;208001;2;17;9
144561;11200083;208001;2;18;9
144562;13200185;208003;2;18;9
144563;9200111;208003;2;15;9
144564;10200078;208003;2;15;9
144565;10200089;208003;2;8;9
144566;12200148;208003;2;10;9
144567;13200087;208003;2;10;9
144568;13200091;208003;2;11;9
144569;9200180;208003;2;18;9
144570;11200116;208003;2;11;9
144571;13200158;208003;2;8;9
144572;9200078;208003;2;15;9
144573;12200116;208003;2;0;9
144574;10200192;208003;2;11;9
144575;9200027;208003;2;11;9
144576;11200083;208003;2;13;9
144577;13200168;208007;2;13;9
144578;9200078;208007;2;14;9
144579;9200111;208007;2;15;9
144580;11200200;208007;2;15;9
144581;10200089;208007;2;11;9
144582;11200062;208007;2;15;9
144583;12200116;208007;2;14;9
144584;12200145;208007;2;14;9
144585;12200148;208007;2;14;9
144586;12200031;208007;2;14;9
144587;13200087;208007;2;13;9
144588;13200091;208007;2;13;9
144589;9200180;208007;2;14;9
144590;11200083;208007;2;11;9
144591;13200179;208008;2;17;9
144592;10200078;208008;2;0;9
144593;11200062;208008;2;0;9
144594;13200080;208008;2;0;9
144595;13200158;208008;2;0;9
144596;10200118;208008;2;15;9
144597;13200031;208008;2;15;9
144598;13200098;208008;2;0;9
144599;9200010;208008;2;17;9
144600;11200061;208008;2;0;9
144601;12200148;208008;2;0;9
144602;13200087;208008;2;1;9
144603;12200079;208008;2;0;9
144604;9200027;208008;2;0;9
144605;11200083;208008;2;15;9
144606;13200185;208008;2;17;9
144607;13200091;208008;2;16;9
144608;13200023;208008;2;16;9
144609;9200180;208008;2;17;9
144610;13200138;208008;2;5;9
144611;12200031;208008;2;0;9
144612;13200104;208008;2;0;9
144613;9200078;208008;2;9;9
144614;13200088;208008;2;0;9
144615;10200073;208008;2;0;9
144616;13200170;208009;2;16;9
144617;13200179;208009;2;15;9
144618;13200185;208009;2;14;9
144619;9200111;208009;2;15;9
144620;10200078;208009;2;15;9
144621;13200191;208009;2;15;9
144622;13200202;208009;2;14;9
144623;13200204;208009;2;13;9
144624;11200200;208009;2;15;9
144625;10200085;208009;2;14;9
144626;10200090;208009;2;15;9
144627;10200116;208009;2;13;9
144628;13200206;208009;2;13;9
144629;11200061;208009;2;14;9
144630;10200118;208009;2;14;9
144631;10200122;208009;2;14;9
144632;10200126;208009;2;13;9
144633;12200145;208009;2;16;9
144634;12200148;208009;2;15;9
144635;13200091;208009;2;15;9
144636;13200014;208009;2;15;9
144637;10200192;208009;2;13;9
144638;10200225;208009;2;15;9
144639;12200079;208009;2;9;9
144640;9200027;208009;2;13;9
144641;13200100;208009;2;12;9
144642;9200180;208009;2;12;9
144643;11200083;208009;2;15;9
144644;11200109;208009;2;14;9
144645;11200116;208009;2;13;9
144646;10200072;208009;2;14;9
144647;11200225;208009;2;13;9
144648;9200010;208009;2;14;9
144649;9200078;208010;2;13;9
144650;9200109;208010;2;13;9
144651;9200111;208010;2;12;9
144652;13200187;208010;2;12;9
144653;11200200;208010;2;14;9
144654;12200148;208010;2;0;9
144655;13200087;208010;2;3;9
144656;13200088;208010;2;11;9
144657;13200091;208010;2;11;9
144658;13200149;208010;2;11;9
144659;10200192;208010;2;13;9
144660;12200079;208010;2;0;9
144661;9200027;208010;2;11;9
144662;9200180;208010;2;13;9
144663;11200083;208010;2;12;9
144664;11200225;208010;2;12;9
144665;13200158;208010;2;11;9
144666;13200159;208010;2;12;9
144667;9200001;208010;2;12;9
144681;13200179;209003;2;14;10
144682;13200185;209003;2;14;10
144683;13200204;209003;2;14;10
144684;10200085;209003;2;14;10
144685;10200090;209003;2;14;10
144686;10200116;209003;2;15;10
144687;11200062;209003;2;15;10
144688;9200010;209003;2;16;10
144689;10200118;209003;2;15;10
144690;13200149;209003;2;13;10
144691;9200047;209003;2;14;10
144692;13200100;209003;2;13;10
144693;11200116;209003;2;15;10
144694;11200225;209003;2;15;10
144695;13200166;209003;2;14;10
144713;13200185;209006;2;15;10
144714;13200191;209006;2;17;10
144715;13200204;209006;2;14;10
144716;10200085;209006;2;17;10
144717;10200118;209006;2;14;10
144718;12200003;209006;2;17;10
144719;9200047;209006;2;17;10
144720;9200176;209006;2;0;10
144721;13200046;209006;2;14;10
144722;13200100;209006;2;14;10
144723;11200116;209006;2;17;10
144724;10200072;209006;2;18;10
144725;13200177;209006;2;8;10
144726;11200182;209006;2;9;10
144727;11200062;209006;2;12;10
144728;12200098;209006;2;11;10
144729;13200037;209006;2;12;10
144730;11200057;209007;2;11;10
144731;13200187;209007;2;12;10
144732;10200134;209007;2;14;10
144733;10200205;209007;2;14;10
144734;10200072;209007;2;14;10
144735;9200001;209007;2;2;10
144736;13200176;209007;2;3;10
144737;13200204;209007;2;13;10
144738;10200090;209007;2;12;10
144739;10200116;209007;2;12;10
144740;13200206;209007;2;11;10
144741;10200122;209007;2;12;10
144742;12200003;209007;2;15;10
144743;12200098;209007;2;12;10
144744;11200079;209007;2;7;10
144745;11200182;209007;2;16;10
144746;8070167;209007;2;13;10
144747;10200185;209007;2;11;10
144748;10200042;209007;2;14;10
144749;15200192;209007;2;14;10
144750;12200129;209007;2;5;10
144751;12200014;209007;2;3;10
144752;13200085;209007;2;14;10
144753;9200047;209007;2;11;10
144754;9200176;209007;2;3;10
144755;13200100;209007;2;11;10
144756;10200085;209007;2;4;10
144757;13200003;209007;2;17;10
144758;13200046;209007;2;4;10
144759;13200204;209008;2;15;10
144760;11200189;209008;2;12;10
144761;10200090;209008;2;17;10
144762;11200061;209008;2;13;10
144763;12200079;209008;2;9;10
144764;19200164;2010101;2;11;13
144765;16170263;2010101;2;11;13
144766;19200213;2010101;2;14;13
144767;19200142;2010102;2;19;13
144768;16170263;2010102;2;15;13
144769;19200204;2010102;2;15;13
144770;19200142;2010103;2;15;13
144771;19200164;2010103;2;13;13
144772;19200204;2010103;2;12;13
144773;19200213;2010103;2;13;13
144774;17200008;2010104;2;11;13
144775;18200241;2010104;2;9;13
144776;16170263;2010105;2;15;13
144777;19200204;2010105;2;14;13
144778;19200142;2010106;2;16;13
144779;19200164;2010106;2;15;13
144780;16170263;2010106;2;16;13
144781;19200204;2010106;2;13;13
144782;19200213;2010106;2;14;13
144783;19200142;2010107;2;16;13
144784;19200164;2010107;2;17;13
144785;19200204;2010107;2;13;13
144786;17200241;2010201;2;12;14
144787;17200162;2010201;2;13;14
144788;18200242;2010201;2;11;14
144789;17200237;2010202;2;16;14
144790;18200241;2010202;2;16;14
144791;17200160;2010203;2;1;14
144792;17200237;2010203;2;11;14
144793;16200121;2010203;2;13;14
144794;17200142;2010203;2;9;14
144795;17200136;2010203;2;15;14
144796;18200240;2010203;2;8;14
144797;16200164;2010203;2;11;14
144798;17200175;2010203;2;2;14
144799;15200152;2010203;2;0;14
144800;17200019;2010203;2;11;14
144801;16200106;2010203;2;0;14
144802;17200212;2010203;2;11;14
144803;17200164;2010203;2;4;14
144804;17200051;2010203;2;8;14
144805;18200241;2010203;2;8;14
144806;17200175;2010204;2;0;14
144807;17200177;2010204;2;8;14
144808;17200180;2010204;2;8;14
144809;17200182;2010204;2;9;14
144810;17200065;2010204;2;12;14
144811;17200067;2010204;2;7;14
144812;16200121;2010204;2;6;14
144813;16200123;2010204;2;8;14
144814;17200048;2010204;2;12;14
144815;17200188;2010204;2;11;14
144816;16200149;2010204;2;9;14
144817;17200071;2010204;2;11;14
144818;17200160;2010204;2;2;14
144819;17200205;2010204;2;12;14
144820;17200212;2010204;2;11;14
144821;17200219;2010204;2;11;14
144822;17200226;2010204;2;7;14
144823;17200164;2010204;2;3;14
144824;17200142;2010204;2;13;14
144825;15200148;2010204;2;0;14
144826;17200145;2010204;2;12;14
144827;17200041;2010204;2;12;14
144828;15200152;2010204;2;0;14
144829;17200051;2010204;2;8;14
144830;15200040;2010204;2;8;14
144831;16200130;2010204;2;5;14
144832;16200139;2010204;2;6;14
144833;17200060;2010204;2;6;14
144834;16200105;2010204;2;5;14
144835;16200106;2010204;2;3;14
144836;16200016;2010204;2;11;14
144837;17200042;2010204;2;9;14
144838;17200043;2010204;2;8;14
144839;17200175;2010205;2;6;14
144840;17200177;2010205;2;14;14
144841;17200180;2010205;2;13;14
144842;17200182;2010205;2;11;14
144843;17200071;2010205;2;12;14
144844;17200160;2010205;2;4;14
144845;17200202;2010205;2;9;14
144846;17200212;2010205;2;11;14
144847;17200219;2010205;2;9;14
144848;17200164;2010205;2;11;14
144849;15200148;2010205;2;0;14
144850;17200237;2010205;2;9;14
144851;17200241;2010205;2;11;14
144852;15200152;2010205;2;3;14
144853;17200051;2010205;2;9;14
144854;15200040;2010205;2;8;14
144855;16200021;2010205;2;11;14
144856;16200130;2010205;2;2;14
144857;15200181;2010205;2;3;14
144858;17200060;2010205;2;9;14
144859;17200063;2010205;2;11;14
144860;16200106;2010205;2;7;14
144861;16200016;2010205;2;11;14
144862;17200175;2010206;2;12;14
144863;17200177;2010206;2;12;14
144864;17200180;2010206;2;12;14
144865;17200048;2010206;2;13;14
144866;16200149;2010206;2;12;14
144867;17200071;2010206;2;14;14
144868;17200160;2010206;2;0;14
144869;17200212;2010206;2;9;14
144870;17200164;2010206;2;12;14
144871;15200152;2010206;2;0;14
144872;15200040;2010206;2;0;14
144873;16200023;2010206;2;7;14
144874;18200241;2010206;2;12;14
144875;16200139;2010206;2;12;14
144876;17200060;2010206;2;12;14
144877;16200106;2010206;2;0;14
144878;17200042;2010206;2;13;14
144879;17200175;2010207;2;5;14
144880;17200180;2010207;2;14;14
144881;17200067;2010207;2;17;14
144882;16200121;2010207;2;14;14
144883;16200196;2010207;2;16;14
144884;17200241;2010207;2;17;14
144885;15200152;2010207;2;12;14
144886;18200242;2010207;2;15;14
144887;17200162;2010301;2;11;15
144888;16200164;2010301;2;9;15
144889;17200019;2010301;2;11;15
144890;14200034;2010301;2;4;15
144891;17200060;2010301;2;11;15
144892;17200188;2010301;2;14;15
144893;16200149;2010301;2;16;15
144894;16200106;2010301;2;11;15
144895;17200160;2010301;2;0;15
144896;17200212;2010301;2;7;15
144897;17200145;2010301;2;7;15
144898;15200040;2010301;2;5;15
144899;17200043;2010301;2;11;15
144900;18200240;2010301;2;14;15
144901;15200176;2010301;2;11;15
144902;15200181;2010301;2;0;15
144903;17200177;2010302;2;8;15
144904;17200182;2010302;2;12;15
144905;17200183;2010302;2;7;15
144906;16200003;2010302;2;12;15
144907;16200123;2010302;2;9;15
